,id,company,description,role_name
72,KLbLovUSD-MAAAAAAAAAAA==,Faculty,"faculty is one of europe’s leading applied artificial intelligence companies. we build, deploy and operate ai solutions to increase our customers’ performance and help them realise their full potential. we believe that ai should be trustworthy, impactful and beneficial across society. those principles have shaped our work with more than 230 organisations across the public and private sectors as we help them use ai to understand more deeply, make better decisions and act faster.

to give an example, during the covid-19 pandemic, we built the covid-19 early warning system to forecast hospital admissions and life-saving equipment up to three weeks in advance. the ground-breaking tool helped frontline workers at the nhs save lives. we also work with the home office on counter-terrorism initiatives - faculty built an ai model that automatically detects both new and existing propaganda videos and stops them from being uploaded.

please note that due to the nature of our current project requirements, applicants must either hold valid existing security clearance, or be eligible for uk security clearance (5 years continuous uk address history, no criminal convictions). faculty will cover in full any costs associated.

what you'll be doing

you will design, build, and deploy production-grade software, infrastructure, and mlops systems that leverage machine learning to help our customers solve high-impact problems.

you are engineering-focused, with a keen interest and working knowledge of operationalised machine learning. you have a desire to take cutting edge ml applications into the real world. you will develop new methodologies and champion best practices for managing ai systems deployed at scale, with regard to technical, ethical and practical requirements. you will support both technical and non-technical stakeholders to deploy ml to solve real-world problems. to enable this, we work in cross-functional teams with representation from commercial, data science, product management and design specialities to cover all aspects of ai product delivery.

the machine learning engineering team is responsible for the engineering aspects of our customer delivery projects. as a machine learning engineer, you’ll be essential to helping us achieve that goal by:
• building software and infrastructure that leverages machine learning;
• creating reusable, scalable tools to enable better delivery of ml systems
• working with our customers to help understand their needs
• working with data scientists and engineers to develop best practices and new technologies; and
• implementing and developing faculty’s view on what it means to operationalise ml software.

we’re a rapidly growing organisation, so roles are dynamic and subject to change. your role will evolve alongside business needs, but you can expect your key responsibilities to include:
• working in cross-functional teams of engineers, data scientists, designers and managers to deliver technically sophisticated, high-impact systems.
• working with senior engineers to scope projects and design systems
• providing technical expertise to our customers
• technical delivery

requirements

who we're looking for

at faculty, your attitude and behaviour are just as important as your technical skill. we look for individuals who can support our values, foster our culture, and deliver for our organisation.

we like people who combine expertise and ambition with optimism - who are interested in changing the world for the better - and have the drive and intelligence to make it happen. if you’re the right candidate for us, you probably:
• think scientifically, even if you’re not a scientist - you test assumptions, seek evidence and are always looking for opportunities to improve the way we do things.
• love finding new ways to solve old problems - when it comes to your work and your professional development, you don’t believe in ‘good enough’. you always seek new ways to solve old challenges.
• are pragmatic and outcome-focused - you know how to balance the big picture with the little details and know a great idea is useless if it can’t be executed in the real world.

to succeed in this role, you’ll need the following - these are illustrative requirements and we don’t expect all applicants to have experience in all these (70% is a rough guide) :
• understanding of and interest in the full machine learning lifecycle, including deploying trained machine learning models developed using common frameworks such as scikit-learn, tensorflow, or pytorch
• understanding of the core concepts of probability and statistics and familiarity with common supervised and unsupervised learning techniques
• experience in software engineering which ideally would include programming in python.
• technical experience of cloud architecture, security, deployment, and open-source tools. hands-on experience required of at least one major cloud platform
• demonstrable experience with containers and specifically docker and kubernetes
• comfortable in a high-growth startup environment.
• outstanding verbal and written communication.
• excitement about working in a dynamic role with the autonomy and freedom you need to take ownership of problems and see them through to execution

benefits

what we can offer you

the faculty team is diverse and distinctive, and we all come from different personal, professional and organisational backgrounds. we all have one thing in common: we are driven by a deep intellectual curiosity that powers us forward each day. this curiosity pushes us to seek truth and understanding in everything we do, to execute work in a nimble and pragmatic manner, to foster talent in one another and always to challenge assumptions.

faculty is the professional challenge of a lifetime. you’ll be surrounded by an impressive group of brilliant minds working to advance our goal of making artificial intelligence real. our consultants, product developers, business development specialists, operations professionals and more all bring something unique to faculty, and you’ll learn something new from everyone you meet. you’ll also have the opportunity to make your mark on a high-growth start-up now poised to expand internationally.

fostering talent is one of our core values, it’s built into our culture and what we offer. faculty was founded by people who are passionate about continuous learning, and adding value to our people.

some of our benefits…..
• genuinely flexible working: we believe people have needs, responsibilities and interests that require something different to a strict working day. we trust people to organise and take accountability for their own work and do our best to support their lives outside faculty. we provide you with all you need to work from home, including a laptop, keyboard, chair…even sony headphones!
• equity, we want you to benefit from faculty’s growth and success.
• unlimited holidays: we encourage each other to use this time to take a break, work on personal projects, or to spend time with their friends and family.
• fantastic private health, optical and dental cover, for you & your family - including 24/7 unlimited virtual private gp appointments and covering pre-existing medical conditions.
• access to mental health coaching with sanctus
• breakfast & lunch daily, and more fruit, drinks and snacks than you could ever eat (for office-based employees).
• we work hard and make sure we enjoy what we do. so we have frequent socials and informal get-togethers to help make sure you enjoy your time with us. you’ll make friends and professional connections that will last a lifetime",machine-learning-engineer
73,MYXn1SsPmXEAAAAAAAAAAA==,Blue Personnel Limited,"senior machine learning engineer

senior machine learning engineer, you will engineer beautiful code in python and take pride in what you produce. be an advocate of high-quality engineering and best-practice in production software as well as rapid prototypes.

position is a hands-on technical role, however particularly interested to find candidates with a desire to lead projects and take an active role in leading client discussions. to be successful, you will need strong machine learning (ml) & data science fundamentals and will know the right tools and approach for each ml use case. you'll be comfortable with model optimisation and deployment tools and practices. furthermore, you'll also need excellent communication and consulting skills, with the desire to meet real business needs and deliver innovative solutions using ai & cloud.

your responsibilities will include: taking vague requirements and translating them into models that solve real-world problems. running machine learning experiments using a programming language with machine learning libraries. optimizing solutions for performance and scalability. implementing custom machine learning code. data engineering, i.e., ensuring a good data flow between database and backend systems. data science, i.e., analysing data and coming up with use cases. automating ml workflows with testing, reproducibility, and metadata/feature storage; designing ml architectures on google cloud platform (gcp)

requirements
• multiple years’ experience as an ml engineer, ideally from a consulting background.
• this candidate should be comfortable working with python as a backend language, delivering code in well-tested ci/cd pipelines.
• familiarity with cloud environments (gcp, aws, azure).
• experience with software engineering.
• good knowledge of sql.
• familiarity exposing ml components through web services or wrappers.
• strong communication and presentation skills",machine-learning-engineer
74,6CdBAjBz-PUAAAAAAAAAAA==,Tesco,"as an machine learning engineer at tesco you’ll be a significant contributor to the delivery of products in one of tesco’s most strategic technology areas. you’ll work with other engineers, data scientists, product managers, systems engineers, and analytics professionals to help deliver valuable and innovative outcomes for our customers. you’ll work within and across our engineering and data science teams, delivering scalable products that improve how we serve our customers and run our operations.

about the team:

within tesco data science & analytics, we help our customers and the communities where we operate get the most value from data. we build and run tesco’s data platforms, we architect and engineer data onto these platforms, provide capabilities and tools to the analytics community across tesco, and develop data products at scale.

our data science team are involved in a broad range of projects, spanning across supply chain, logistics, store and online. these include projects in the areas of operations optimisations, commercial decision support (e.g. forecasting and range optimisation), online (e.g. search and recommendation) and intelligent edge (e.g. computer vision). our machine learning engineers work alongside our data scientists, helping with everything from development of tools and platforms, code optimisations through to deployment of solutions on the edge, cloud and big-data environments.

you will be responsible for:
• participating in group discussions on system design and architecture.
• working with product teams to communicate and translate needs into technical requirements.
• working with data scientists, engineers and product teams across the software lifecycle.
• delivering high quality code and solutions, bringing solutions into production.
• performing code reviews to optimise technical performance of data science solutions.
• supporting production systems, resolving incidents, and performing root cause analysis.
• continually look for how we can evolve and improve our technology, processes and practices.
• sharing knowledge with the wider engineering community.
• applying sdlc practices to create and release robust software.

you will need:

you come from either an engineering or data science background, with a good understanding of the data science toolkit (programming, machine learning, mlops etc) and bringing data science solutions into production. you therefore tick the majority of the following points:

key requirements:
• a degree in engineering, computer science, maths or science.
• customer focus with the right balance between outcome delivery and technical excellence.
• the ability to apply technical skills and know-how to solving real world business problems.
• demonstratable experience of building scalable and resilient systems.
• commercial experience contributing to the success of high impact data science projects within complex organisations.
• awareness of emerging mlops practices and tooling would be an advantage e.g. feature stores and model lifecycle management.
• an analytical mind set and the ability to tackle specific business problems.
• experience with different programming languages and a good grasp of at least one language. the ideal candidate is fluent in python.
• use of version control (git) and related software lifecycle tooling.
• experience with tooling for monitoring, logging and alerting e.g. splunk or grafana.
• understanding of common data structures and algorithms.
• experience working with open-source data-science environments.
• knowledge of open source big-data technologies such as apache spark.
• experience building solutions that run in the cloud, ideally azure.
• experience with software development methodologies including scrum & kanban.
• a background or strong understanding of the retail sector, logistics and/or ecommerce would be advantageous but is not required",machine-learning-engineer
75,D1i3x8QE7oEAAAAAAAAAAA==,Outra,"primary: jira, aws, jupyter, git, kubernetes
secondary: machine learning
seniorty: senior
outra has the uk’s leading property data set. we use this in combination with other data sources to create products for direct-to-consumer brands to help them identify home movers, assess insurance risk, and optimise digital media advertising.

role description
the successful candidate will be the interface between outra’s data science and data engineering teams. we are in the process of moving from dataiku to open-source software and are looking for someone to help us create a modern solution. we are looking for a machine learning engineer to design, test and deploy our new stack. you will conduct thorough testing, use source control and hand off models to our data engineering team. the machine learning engineer will have a production mindset and will be excited by technical challenges and how our models solve commercial problems.
we use jira, aws, jupyterhub, git, mlflow, prefect and kubernetes.

key responsibilities:
• design and implementation of our new model fabric solution
• migrating and refactoring our legacy dataiku code written in python, sql and
pyspark
• monitoring and reporting on aws costs
• thorough unit testing and source control

skills and experience
• bachelor's degree in quantitative subject
• 3+ years coding experience with 2+ years working in mlops deploying production models
• ci/cd pipelines
• sql and python (numpy, pandas, pyspark, scikit-learn)
• mlflow and prefect
• kubernetes for microservice

reports to chief data scientist",machine-learning-engineer
76,nYGNIs3SRFsAAAAAAAAAAA==,M-XR,"company summary:

m-xr was founded in london in 2018. our goal is to standardise and democratise realistic 3d content production for existing and emerging 3d stakeholders. to date, m-xr is best known for our developments in material capture. we have designed and patented a method that allows for the accurate and automatic conversion of real-world materials into a proprietary 3d format. the method has gained interest from leaders in game, film, vfx, and fashion industries. in 2022 we are partnering with some of these industry stakeholders to supercharge their 3d production capabilities and productise this technology.

our team is made up of passionate engineers, developers, designers, artists, and creatives. we aim to build a culture that encourages curiosity, creativity, and fun. we are interested in working with people who look at problems from different perspectives and won’t stop questioning what is possible in the hope of finding something new. if you are passionate and want to be a part of shaping the future of 3d then we would love to hear from you!

description of role

as an ml researcher at m–xr you’ll get the opportunity to tackle head-on some of the biggest unsolved problems in the world of 3d. the types of ml problems we are working on at m-xr are extensions on the classic 2d image based ml problems (regression, classification, embedding, segmentation and generation) but applied to unstructured 3d data. working closely with the ml lead and wider team, you’ll endeavour to find solutions to these problems using your in-depth knowledge of ml, creative thinking and strong problem solving skills; taking initial research all the way through to product features.

you will be expected to break down large technical problems into their core components, ideate and develop possible solutions, and then identify the best one through experimentation. day-to-day you will be getting your hands dirty brainstorming ideas, analysing your data, creating experimental feature engineering pipelines, writing ml code, analysing the performance of your models, and trying to improve predictions. you will have a keen interest in the latest advancements taking place in the 3d ml space and will look for ways in which you can incorporate interesting ideas you come across to your work at m–xr. you’re comfortable with responsibility and are able to work independently, whilst being a team player who is willing to offer support to teammates when needed and contribute to team brainstorms or debugging sessions where you will provide subject matter expertise.

please note that this role is not open to graduates. we are looking for individuals with at least some years industry experience (or alternatively a phd) in relevant fields of ml or computer vision, and who are comfortable working in a product start-up company environment. experience dealing with spatial and unstructured data, and embedding these into latent space representations, will be beneficial.

key responsibilities
• planning methodical approaches to tackling difficult ml problems
• keeping up-to-date with the latest research in 3d ml
• building feature engineering pipelines and analysing your data
• designing state-of-the-art ml model architectures
• training and evaluating models and iteratively improving on them
• contributing to brainstorms
• sharing subject matter expertise
• working collaboratively with the ml lead and the wider team

requirements
• knowledge of python and a common ml framework (tensorflow preferred)
• strong in maths and statistics
• experienced in version control (e.g. git)
• able to write production-ready code
• able to extract techniques and methods from academic research and apply them in practice
• ability to work independently and take ownership of tasks
• think creatively about technical problems

for questions regarding this application please contact us at careers@m-xr.com",machine-learning-engineer
77,CLSGw2kb430AAAAAAAAAAA==,Bally's Interactive,"bally's interactive is the digital arm of one of the world's leading entertainment providers, bally's corporation, with tens of millions of players across the globe and big plans always in the works. our brands and sites include market movers and shakers like sportscaller, monkey knife fight, vera&john, virgin casino, jackpotjoy and many more. we make our mark by embracing the diversity of our global team, challenging ourselves, and striving to make a difference for our players.

role purpose:

the machine learning team is a fast-expanding department within bally's interactive. we work closely with all our other data teams to help us in our goal to make more intelligent decisions for our players, in order to give them what they want, when they want.

as a machine learning engineer, you will liaise with several areas of the business to help identify and develop models to ensure our members have the best possible experience on site. with an abundance of tools and data at our fingertips our engineers are challenged to think outside the box when it comes to feature engineering, algorithmic approach and model deployment.

we pride ourselves on giving our engineers the freedom to explore new software and analytical techniques to produce the best possible results. our friendly and knowledgeable team is always at hand to provide guidance, brainstorm ideas, review code and explain the intricacies of the gaming industry.

the ideal candidate will have experience in independently creating and deploying machine learning solutions using python, a strong understanding of the mathematics, advantages, disadvantages and limitations of various commonly used ml algorithms and a thirst to further develop their skills in the field of machine learning.

if you want to help us in our mission to become the best gaming developer and operator in the industry, this is the role for you!

key accountabilities:
• working collaboratively with fellow machine learning engineers to build predictive models that drive business value.
• working with our data engineers to ensure models run efficiently
• proactively gaining knowledge about our sites, games and processes
• summarising complex concepts in a digestible way for stakeholders with less technical understanding
• taking time to think about new potential projects for the machine learning team
• communicating frequently with key stakeholders across the business about timelines, analytical approaches & blockers
• building scalable solutions and restful apis to expose models as a service
• exploring new tools, data, algorithms and analytical techniques
• staying up to date with new innovations in the field of machine learning
• dedicating time to learn essential tools and programs to perform day to day tasks efficiently
• proactively driving projects forward to ensure deadlines are met
• embracing the ml project structure, keeping github updated and regularly documenting all relevant models and code
• living by the bally's interactive dna (you can find these on our website!)

the person:

as someone with several years' experience in a machine learning role, we expect you to have a strong understanding of the mathematics, advantages, disadvantages and limitations of various commonly used ml algorithms. you will have come from a mathematics (or equivalent) background with the ability to independently build models from feature engineering to validation using python. you will have a solid understanding of commonly used cloud platforms. you will be self-motivated with the desire to find and solve real business problems and confident in delivering your findings to stakeholders across business departments.

competencies and experience required:

minimum:
• qualified to degree level (or equivalent) in a numerate field (preferably masters)
• excellent analytical and numerical capabilities
• adaptable and flexible with an ability to multitask.
• firm believer in teamwork & collaboration
• comfortable coding independently in python
• strong understanding of algorithms and their capabilities/limitations
• solid understanding of cloud infrastructure
• good understanding of ci/cd workflow
• strong understanding of sql
• comfortable with vcs and its methodologies
• strong problem-solving abilities
• ability to learn in a fast-changing work environment.

scope:

this role reports into bally's interactive machine learning manager based in the london office. the key stakeholders for this role will be senior directors and board members in addition to several department heads across the business including acquisition, retention (crm), ux and platform.

the role will include a range of projects including: churn predictions, value predictions and recommendation systems.

key performance indicators:

examples include:
• working with a wide range of teams to ensure intelligence is being deployed wherever applicable
• personalising webpages for members to give them the best possible experience on site",machine-learning-engineer
78,efrk2kwvBdcAAAAAAAAAAA==,Gram Games,"gram games is the studio behind some of the most popular mobile titles in the world like 1010!, merge magic!, merge dragons!. we do things differently here: we work in small self-managing teams, enabling you to have an incredible amount of ownership, autonomy and impact. gram everyone is expected to have a razor-sharp focus on what creates tangible impact: impact on their team, impact on their work environment and impact on the overall company strategy.as an intern here at gram games, you’ll have the opportunity to hone your already impressive skills alongside some of the brightest minds in the mobile games industry. over the course of your internship, you’ll not only have the opportunity to learn from all gram has to offer, but will make a meaningful impact on the production of gram’s games.we’re looking for someone who’s determined, a go-getter, someone who will absorb all they possibly can from their time in our studio. we expect all interns to make a real impact, to leave a mark on our studio and on our games. we are looking for someone who’s not afraid to ask questions, to dig around for the answers they seek. in essence, we’re looking for interns who will make the absolute best of their time here.requirementswe are looking for a data scientist intern who ; is working on getting a bachelor’s degree in computer science, economics, mathematics, statistics or a related field has 0 - 1 years related work experience in the fields of data science, analytics or business intelligence is highly skilled with sql and is comfortable in using either r or python in their day to day work has familiarity with core statistical techniques and knows correlation from causation has knowledge of a/b testing processes has experience analyzing large sets of data and coming up with actionable insights, has a passion for video games and an understanding of the mobile free-to-play games industry possesses excellent written and verbal english communication skills please note that our intern positions are rolling, and will be filled on a need-basis. the candidates who are going to be available for at least 6 months will be preferable. we are currently operating in a hybrid working arrangement (2 to 3 days in the office); we no longer offer fully remote.we thank all candidates for applying, but only those selected for interviews will be contacted directly",machine-learning-engineer
79,BLlJS37xpP8AAAAAAAAAAA==,Data Science Career,"data science jobs london

job details

salary

£60,000 – £93,000 a year

job type

full-time

permanent

qualifications
• bachelor’s (preferred)
• data science: 1 year (preferred)
• management: 1 year (preferred)
• analytics: 1 year (preferred)
• sql: 1 year (preferred)

benefits

pulled from the full job description

casual dress

company car

company pension

cycle to work scheme

discounted or free food

employee discount

show 8 more benefits

full job description

salary: up to £65,000 with a total package of up to £90,000 (car allowance/car, bonus, pension)

hours: 40 hours per week, monday to friday

location: london with hybrid and flexible working

when you see the world as we do, you see the chance to help the world take better care of its resources, and help it become a better place for everyone. it’s why we’re looking for someone who sees the world in a similar way to take up an exciting data science manager role in our analytics team.

because of our responsibility when it comes to leading change, resourcing takes every single one of us, and this is how you can play your part. and if you’re passionate about data and technology, this role will suit you perfectly.

it doesn’t matter if you’re looking to overhaul the industry, or just do a good day’s work. we know that everyone here at veolia can help us work alongside our communities, look after the environment in small and big ways, and contribute towards our inclusive culture.

what will you be doing?

as a data science manager you will lead a team of data scientists and data engineers whilst coordinating the efforts of the data science team in solving large-scale business problems. you will set the data science strategy, identify improvement opportunities, and work closely with stakeholders to create innovative solutions to important business problems.
• the data science manager will develop strategies for effective data modelling.
• translate ambiguous business challenges into technical solutions.
• redesign business processes to best make use of analytical outputs.
• oversee the implementation of models into cloud production environments.
• use outcomes to make recommendations for creating or adapting existing business strategies.
• present insights to technical and non-technical audiences.

what are we looking for?
• previous analytics experience.
• experience leading a data science team.
• degree-qualified in a mathematical or engineering discipline.
• strong coding ability in sql & either python or r.
• strong understanding of machine learning principles.
• understanding of database design fundamentals.
• proven project management experience, particularly data science projects.

our promise to you

here at veolia, we know that a genuinely good role goes both ways.

so alongside your salary or hourly pay, you’ll get 25 days of holiday alongside an extensive benefits package, which includes our market-leading pension and share scheme, alongside a range of employee discounts. also to help you further, we provide mental health and financial support, so you can lean on us whenever you need to.

apply today, so we can make a difference for generations to come.

here at veolia, we’re proud to be known as an equal opportunities employer. we know how important it is to be fully committed to building and maintaining a diverse and inclusive place to work for every one of our colleagues. so no matter their age, gender, gender expression, disability, race, ethnicity, religion, belief, sexuality or veteran status, every applicant who meets the minimum requirements will be considered fully.

job types: full-time, permanent

salary: £60,000.00-£93,000.00 per year

additional pay:
• yearly bonus

benefits:
• casual dress
• company car
• company pension
• cycle to work scheme
• discounted or free food
• employee discount
• free or subsidised travel
• life insurance
• on-site parking
• private medical insurance
• referral programme
• sick pay
• store discounts
• work from home

schedule:
• monday to friday

application question(s):
• what salary are you looking for?

education:
• bachelor’s (preferred)

experience:
• data science: 1 year (preferred)
• management: 1 year (preferred)
• analytics: 1 year (preferred)
• sql: 1 year (preferred)
• machine learning principles: 1 year (preferred)

work authorisation:
• united kingdom (required",machine-learning-engineer
80,ta7KJuhRXTEAAAAAAAAAAA==,Veolia,"do you see yourself in a graduate role?

the information below covers the role requirements, expected candidate experience, and accompanying qualifications.

salary: starting from £30,250 per annum plus veolia benefits

hours: 40 hours per week, monday to friday

location: 210 pentonville road, london, n1 9jy

closing date: monday 19th september

candidate shortlisting will take place w/c 19th-26th september and assessment days will take place between w/c 3rd-10th october 2022.

when you see the world as we do, you see the chance to help the world take better care of its resources, and help it become a better place for everyone. it's why we're looking for someone who's just as committed as we are, and wants to take their career in a direction where they can push for genuine change, to take up an exciting engineering role in our technical energy team.

it doesn't matter if you're looking to start a career where you're making a difference everyone can see, or just do a good day's work we know that everyone here at veolia can help us work alongside our communities, look after the environment in small and big ways, and contribute towards our inclusive culture.

graduate programme

this will be a 2-year programme providing you with valuable exposure and insight into veolia services and strategic veolia projects.

as part of the graduate development programme, you will go through a structured development programme, undertaking leadership, management, soft skills and safety modules with your graduate cohort.

what will you be doing?

support the design development of building services, energy generation and distribution solutions that meet our customer requirements for sustainability, resilience and innovation with an emphasis on electrical engineering solutions
act as technical support in servicing existing operational contracts, as well as developing new proposals and business development opportunities
develop support and learn to challenge relationships with contractors for contract scope, costs, timeline and safety track records for work package proposals
help the team to identify and manage project risks, including appropriate escalation
support the preparation of project brief and production of proposals for construction works, including accurate costing models and price estimations
ensure effective and regular reporting of progress to stakeholders, including escalation of issues

what are we looking for?

degree level qualification in electrical engineering (to be achieved by sept 2023)
theoretical understanding of electrical hv and lv distribution and building management systems
theoretical understanding of the energy industry and market
able to articulate a good understanding of design concepts and project management
a base understanding of costing models and an enthusiasm to develop commercial acumen
a creative, solution-oriented thinker with excellent communication skills
full uk driving licence

assessments

as a part of your online application, you will need to complete gamified assessment challenges before we can consider your application for this position. we promise it's not one of those boring assessments

if you are successful at the application stage, we'll invite you to attend a virtual assessment day.

our promise to you

we know that a genuinely good role goes both ways. so alongside your salary or hourly pay, you'll get 25 days of holiday plus an extensive benefits package, which includes our market-leading pension and share scheme, and a range of employee discounts. also to help you further, we provide mental health and financial support, so you can lean on us whenever you need to.

apply today, so we can make a difference for generations to come.

please note that if a high number of quality applications are received, this vacancy may close early. to avoid disappointment, please apply with plenty of time before the stated advert closing date.

here at veolia, we're proud to be known as an equal opportunities employer. we know how important it is to be fully committed to building and maintaining a diverse and inclusive place to work for every one of our colleagues. so no matter their age, gender, gender expression, disability, race, ethnicity, religion, belief, sexuality or veteran status, every applicant who meets the minimum requirements will be considered fully",machine-learning-engineer
81,J4YP_LEA4CwAAAAAAAAAAA==,Tesco,"about the role

we have an exciting opportunity for a computer vision expert to join our data science team, where you will work on and deploy ground breaking products and have the opportunity to grow and improve your skills whilst working as an expert member of the team.

as a senior data scientist you will mentor and support other team members and with our career framework you can either grow as either an individual contributor or as a manager.

about the team

at tesco, our data scientists model sophisticated and complex business problems across areas such as online, pricing, security, fulfilment, distribution, property, iot and computer vision and deploy data products at scale. the work spans across multiple areas including physical stores and warehouses, online, logistics, supply chain, marketing and clubcard, and we encourage rotation amongst the team, so they can gain expertise in different areas.

our team also spends their friday afternoons on learning and personal development. multiple academic collaborations enrich the team expertise; knowledge sharing events are regular. furthermore, we have got a great work-life balance, team days and relaxed but engaging culture!

you will be responsible for
• demonstrate your analytical mentality to find solutions to sophisticated problems, primarily focusing on computer vision solutions.
• understand difficult business problems and prototype solutions with minimal support.
• validate, document and present the modeling process and performances, as well as communicate complex solutions in a clear, understandable way to non technical stakeholders.
• promoting data science across tesco and promote tesco across the external data science community.
• use your skills in computer vision and deep learning to build proof of concepts as well production solutions, making your contribution to develop and deploy computer vision solutions across tesco’s environment.

you will need

we are looking for an ambitious individual with commercial experience working on computer vision solutions. a mix of statistics and machine learning skills are also welcome. a track record in modifying and designing advanced algorithms and applying them to large real-world data sets is fundamental.

an ideal candidate will have a scientific background with the ability to ask the right questions to technical and non technical experts, as well as answering them. a degree in computer vision subjects or in a mathematical, scientific, engineering or computer science subject area is preferable, or proven work experience.

finally, strong programming experience in python is needed

the ideal candidate will have experience of the following
• deep learning frameworks: tensorflow and/or pytorch
• object detection models, e.g. faster-rcnn, yolo, efficientdet, nvidia models
• libraries and tools: opencv, scikit-image, scipy, pandas, docker, git
• knowledge of image processing, and video technology
• object tracking (optional)
• real-time video processing (optional)

what’s in it for you

we offer excellent benefits that help make tesco a great place to work! these include but are not limited to:
• annual bonus scheme - up to 20%
• holiday starting at 25 days plus a personal day (and bank holidays)
• great colleague discounts and deals, saving you money on everyday purchases, utility bills for the home and more
• retirement savings plan – save between 4% and 7.5% and tesco will match your contribution
• buy as you earn and save as you earn share schemes
• opportunities to get on – take advantage of our ongoing learning opportunities and award-winning training to help you achieve the career you want

about us

our vision at tesco is to become every customer’s favourite way to shop, whether they are at home or out on the move. our core purpose is “serving our customers, communities and planet a little better every day”. serving means more than a transactional relationship with our customers. it means acting as a responsible and sustainable business for all stakeholders, for the communities we are part of, and for the planet.

we are proud to have an inclusive culture at tesco where everyone truly feels able to be themselves. at tesco, we not only celebrate diversity, but recognise the value and opportunity it brings. we’re committed to creating a workplace where differences are valued, and make sure that all colleagues are given the same opportunities. we’re a big business with diverse working patterns and many business areas which means that we can find something that works for you. everyone is welcome at tesco.

we have recently announced that we are moving to a more blended working week – combining office and remote working. our offices continue to be where we connect, collaborate and innovate. talk to us about how this can work for you.

note: should you be successful in your application, your employment will be subject to and conditional upon you providing your bank account details on your agreed start date",machine-learning-engineer
82,4prZQr217HYAAAAAAAAAAA==,TESCO,"what's in it for you

we offer excellent benefits that help make tesco a great place to work! these include but are not limited to:
• annual bonus scheme
• holiday starting at 25 days plus a personal day (and bank holidays)
• great colleague discounts and deals, saving you money on everyday purchases, utility bills for the home and more
• retirement savings plan - save between 4% and 7.5% and tesco will match your contribution
• buy as you earn and save as you earn share schemes
• opportunities to get on - take advantage of our ongoing learning opportunities and award-winning training to help you achieve the career you want

about the role

at tesco, our data science team focuses on modelling complex business problems and deploying data products at scale. our work spans across multiple areas including physical stores, online, supply chain, marketing and clubcard, where we encourage rotation amongst our data scientists so they can gain expertise in different subjects.

we work on several domains and problem types: forecasting, online, pricing, security, fulfilment, distribution, property, iot and computer vision are just some. our team members are encouraged to allocate working hours for learning and personal development every week and are provided with multiple learning resources and tools. multiple academic collaborations enrich the team expertise; knowledge-sharing events are regular.

furthermore, we have got a great work-life balance, team days and relaxed but engaging culture.

as a senior data scientist you will mentor and support other team members and with our career framework you can either grow as either an individual contributor or as a manager.

you will be responsible for

this is a hands-on position where you will need to leverage your analytical mindset to find solutions to complex problems. as a data scientist, you will need to understand difficult business problems and prototype solutions with minimal support. apply, modify and design algorithms and mathematical models to solve business problems on top of big data architectures (hadoop, spark) is a core component of the role. our data scientists will need to be able to validate, document and present the modeling process and performances, as well as communicate complex solutions in a clear, understandable way to non-experts. data scientists are also responsible for promoting data science across tesco and promote tesco across the external data science community.

you will need

we are looking for ambitious individuals with a mix of statistics, programming and machine learning skills. the role requires that you have an extensive background in machine learning and data mining. a track record in modifying and designing advanced algorithms and applying them to large data sets is essential.

an ideal candidate will have a scientific mentality with the ability to ask the right questions, as well as answer them. a strong numerical higher degree in a mathematical, scientific, engineering or computer science discipline is preferable, as well as a solid understanding of mathematics and statistical principles.

experience in one or more of the following fields is required: predictive modelling, operational research, deep learning and time series modelling. finally, strong programming experience (python is preferred).

about us

our vision at tesco is to become every customer's favourite way to shop, whether they are at home or out on the move. our core purpose is ""serving our customers, communities and planet a little better every day"". serving means more than a transactional relationship with our customers. it means acting as a responsible and sustainable business for all stakeholders, for the communities we are part of, and for the planet.

we are proud to have an inclusive culture at tesco where everyone truly feels able to be themselves. at tesco, we not only celebrate diversity, but recognise the value and opportunity it brings. we're committed to creating a workplace where differences are valued, and make sure that all colleagues are given the same opportunities. we're a big business with diverse working patterns and many business areas which means that we can find something that works for you. everyone is welcome at tesco.

we have recently announced that we are moving to a more blended working week - combining office and remote working. our offices continue to be where we connect, collaborate and innovate. talk to us about how this can work for you.

note: should you be successful in your application, your employment will be subject to and conditional upon you providing your bank account details on your agreed start date",machine-learning-engineer
